"adal_nr","adalvatnsfall","ar","vatnsfall","landsvaedi","landsvaedi_id","vatnsfall_id","mp","p_endur","stofn","logN","n_0","n_1","fjoldi_0","fjoldi_1","stofn_tmp_0","stofn_tmp_1","last10","M10","hraMedal10","logMedal10","expMedal10","M","hraMedal","logMedal","expMedal","N_ar"
515,"Fjarðarhornsá",2007,"Fjarðarhornsá Ísafjarðardjúpi Fjarðarhornsá Kollafirði","Vestfirðir",3,"1800 1921",0.5,0.25,222,5.402677381872279,111,NA,111,NA,222,NA,FALSE,444.5,105.11666666666669,3.5917686116351253,36.298216638033146,468.1495956873315,144.13197963429607,4.061223038787362,58.045259287441034,40
515,"Fjarðarhornsá",2008,"Fjarðarhornsá Ísafjarðardjúpi Fjarðarhornsá Kollafirði","Vestfirðir",3,"1800 1921",0.5,0.25,436.5,6.0787883752796565,189,39,189,29.25,378,58.5,FALSE,444.5,105.11666666666669,3.5917686116351253,36.298216638033146,468.1495956873315,144.13197963429607,4.061223038787362,58.045259287441034,40
515,"Fjarðarhornsá",2009,"Fjarðarhornsá Ísafjarðardjúpi Fjarðarhornsá Kollafirði","Vestfirðir",3,"1800 1921",0.5,0.25,444.5,6.096950054953959,208,19,208,14.25,416,28.5,FALSE,444.5,105.11666666666669,3.5917686116351253,36.298216638033146,468.1495956873315,144.13197963429607,4.061223038787362,58.045259287441034,40
515,"Fjarðarhornsá",2010,"Fjarðarhornsá Ísafjarðardjúpi Fjarðarhornsá Kollafirði","Vestfirðir",3,"1800 1921",0.5,0.25,303.5,5.715381610499553,148,5,148,3.75,296,7.5,FALSE,444.5,105.11666666666669,3.5917686116351253,36.298216638033146,468.1495956873315,144.13197963429607,4.061223038787362,58.045259287441034,40
515,"Fjarðarhornsá",2011,"Fjarðarhornsá Ísafjarðardjúpi Fjarðarhornsá Kollafirði","Vestfirðir",3,"1800 1921",0.5,0.25,178,5.181783550292085,89,NA,89,NA,178,NA,FALSE,444.5,105.11666666666669,3.5917686116351253,36.298216638033146,468.1495956873315,144.13197963429607,4.061223038787362,58.045259287441034,40
515,"Fjarðarhornsá",2012,"Fjarðarhornsá Ísafjarðardjúpi Fjarðarhornsá Kollafirði","Vestfirðir",3,"1800 1921",0.5,0.25,194,5.267858159063328,97,NA,97,NA,194,NA,FALSE,444.5,105.11666666666669,3.5917686116351253,36.298216638033146,468.1495956873315,144.13197963429607,4.061223038787362,58.045259287441034,40
515,"Fjarðarhornsá",2013,"Fjarðarhornsá Ísafjarðardjúpi Fjarðarhornsá Kollafirði","Vestfirðir",3,"1800 1921",0.5,0.25,431,6.066108090103747,154,82,154,61.5,308,123,FALSE,444.5,105.11666666666669,3.5917686116351253,36.298216638033146,468.1495956873315,144.13197963429607,4.061223038787362,58.045259287441034,40
515,"Fjarðarhornsá",2014,"Fjarðarhornsá Ísafjarðardjúpi Fjarðarhornsá Kollafirði","Vestfirðir",3,"1800 1921",0.29283464566929135,0.25,327.83006184458185,5.792495369989449,90,8,90,6,307.3406829792955,20.489378865286366,TRUE,468.1495956873315,261.1779185371841,5.469586320244071,237.36198060217404,468.1495956873315,144.13197963429607,4.061223038787362,58.045259287441034,40
515,"Fjarðarhornsá",2015,"Fjarðarhornsá Ísafjarðardjúpi Fjarðarhornsá Kollafirði","Vestfirðir",3,"1800 1921",0.4277478862413528,0.25,468.1495956873315,6.148787893745374,132,91,132,68.25,308.59299191374663,159.5566037735849,TRUE,468.1495956873315,261.1779185371841,5.469586320244071,237.36198060217404,468.1495956873315,144.13197963429607,4.061223038787362,58.045259287441034,40
515,"Fjarðarhornsá",2016,"Fjarðarhornsá Ísafjarðardjúpi Fjarðarhornsá Kollafirði","Vestfirðir",3,"1800 1921",0.4888045540796964,0.25,229.1304347826087,5.434291425606259,106,8,106,6,216.8555900621118,12.274844720496894,TRUE,468.1495956873315,261.1779185371841,5.469586320244071,237.36198060217404,468.1495956873315,144.13197963429607,4.061223038787362,58.045259287441034,40
515,"Fjarðarhornsá",2017,"Fjarðarhornsá Ísafjarðardjúpi Fjarðarhornsá Kollafirði","Vestfirðir",3,"1800 1921",0.38020890599230345,0.25,345.8624927703875,5.846041276326806,121,14,121,10.5,318.2460960092539,27.616396761133604,TRUE,468.1495956873315,261.1779185371841,5.469586320244071,237.36198060217404,468.1495956873315,144.13197963429607,4.061223038787362,58.045259287441034,40
515,"Fjarðarhornsá",2018,"Fjarðarhornsá Ísafjarðardjúpi Fjarðarhornsá Kollafirði","Vestfirðir",3,"1800 1921",0.29935064935064937,0.25,366.6268980477223,5.904344704366307,103,9,103,6.75,344.07809110629063,22.548806941431668,TRUE,468.1495956873315,261.1779185371841,5.469586320244071,237.36198060217404,468.1495956873315,144.13197963429607,4.061223038787362,58.045259287441034,40
